,taxon.name,taxon.id,taxon.rank,count,taxon.observations_count,taxon.ancestor_ids
593,Ramularia hellebori,384084,species,2,13,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 153031, 375127, 384084]"
594,Entoloma nitidum,410778,species,2,119,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1416547, 1416370, 410778]"
595,Peziza varia,411300,species,2,6661,"[48460, 47170, 48250, 372740, 152032, 48717, 57373, 57372, 411300]"
596,Parmelina tiliacea,462122,species,2,1507,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 175488, 462122]"
597,Exidia repanda,472765,species,2,174,"[48460, 47170, 47169, 492000, 50814, 50815, 50816, 55569, 1152051, 472765]"
598,Agaricus sylvaticus,480776,species,2,744,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824804, 824817, 480776]"
599,Macrolepiota konradii,481183,species,2,48,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 63402, 481183]"
600,Rhodotus palmatus,481482,species,2,1500,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 481483, 481482]"
601,Fomitiporia robusta,485958,species,2,2988,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 352247, 485958]"
602,Dichomitus campestris,489840,species,2,81,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 353174, 489840]"
603,Deconica montana,498078,species,2,1093,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 379689, 498078]"
604,Protostropharia semiglobata,499652,species,2,1758,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 499759, 499652]"
605,Lyophyllum semitale,499749,species,2,65,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 118248, 499749]"
606,Hydnellum compactum,499959,species,2,7,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 52528, 499959]"
607,Puccinia lapsanae,511070,species,2,146,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 511070]"
608,Tricholoma basirubens,512856,species,2,14,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444969, 1377698, 512856]"
609,Lepiota brunneoincarnata,515954,species,2,70,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 515954]"
610,Flammulaster muricatus,518756,species,2,111,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416523, 154755, 518756]"
611,Cortinarius cotoneus,518760,species,2,26,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433694, 1150620, 518760]"
612,Lanmaoa fragrans,544552,species,2,39,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 544550, 544552]"
613,Erysiphe convolvuli,556531,species,2,283,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394527, 328021, 556531]"
614,Mensularia radiata,559111,species,2,1465,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 559113, 559111]"
615,Neoerysiphe galeopsidis,565414,species,2,424,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394528, 373971, 565414]"
616,Lyophyllum loricatum,567305,species,2,23,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 118248, 567305]"
617,Pseudomicrostroma juglandis,622477,species,2,197,"[48460, 47170, 47169, 951335, 130023, 152587, 622476, 622477]"
618,Tubaria hiemalis,625991,species,2,70,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416523, 55575, 1462139, 625991]"
619,Amanita lividopallescens,626853,species,2,51,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 626853]"
620,Entoloma chalybeum,627792,species,2,40,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1366581, 1444216, 627792]"
621,Gyromitra fastigiata,628437,species,2,92,"[48460, 47170, 48250, 372740, 152032, 48717, 85119, 85118, 951400, 628437]"
622,Flammulina fennae,629164,species,2,12,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 67595, 629164]"
623,Puccinia xanthii,704007,species,2,28,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 704007]"
624,Uromyces ficariae,707497,species,2,213,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 320859, 707497]"
625,Mycena arcangeliana,777193,species,2,145,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 777193]"
626,Ganoderma pfeifferi,781305,species,2,36,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 48475, 559675, 781305]"
627,Xylodon paradoxus,785474,species,2,1304,"[48460, 47170, 47169, 492000, 50814, 57519, 118063, 499312, 785474]"
628,Tricholoma sciodes,806590,species,2,50,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1377701, 806590]"
629,Lyophyllum atratum,811054,species,2,9,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 118248, 811054]"
630,Lactarius mairei,822245,species,2,44,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 822245]"
631,Cortinarius olidus,824014,species,2,18,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 824014]"
632,Leucoagaricus pilatianus,875089,species,2,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 119985, 875089]"
633,Pholiota lucifera,875130,species,2,56,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 64076, 1145103, 875130]"
634,Sparassis brevipes,875165,species,2,115,"[48460, 47170, 47169, 492000, 50814, 47380, 63019, 63020, 875165]"
635,Puccinia adoxae,887895,species,2,52,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 887895]"
636,Puccinia aegopodii,895450,species,2,114,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 895450]"
637,Polystigma rubrum,904052,species,2,28,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 792603, 1006829, 904052]"
638,Lactarius intermedius,926539,species,2,56,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 1366735, 926539]"
639,Xerocomus ferrugineus,928737,species,2,194,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 702670, 118154, 928737]"
640,Amanita olivaceogrisea,987385,species,2,14,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 987385]"
641,Lepista densifolia,994944,species,2,6,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1155395, 1128513, 55591, 994944]"
642,Peroneutypa scoparia,1023339,species,2,81,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 352307, 353040, 1023339]"
643,Mycena lammiensis,1049057,species,2,2,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 1101287, 1049057]"
644,Uromyces hyacinthi,1067627,species,2,316,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 320859, 1067627]"
645,Naematelia aurantia,1109245,species,2,7721,"[48460, 47170, 47169, 492000, 83737, 48530, 1109239, 1109228, 1109245]"
646,Mallocybe heimii,1112499,species,2,34,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 906226, 1112499]"
647,Paragymnopus perforans,1134361,species,2,267,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 1071958, 1134361]"
648,Hygrophorus abieticola,1135969,species,2,40,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1135962, 1135968, 1135969]"
649,Collybiopsis ramealis,1275332,species,2,177,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 374622, 1275331, 1275332]"
650,Melampsora euonymi-caprearum,1377413,species,2,63,"[48460, 47170, 47169, 416490, 69967, 69968, 1151228, 179929, 179921, 1377412, 1377413]"
651,Hydropodia subalpina,1397510,species,2,42,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 416511, 1397509, 1397510]"
652,Macrolepiota rhodosperma,1398096,species,2,115,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 63402, 1398104, 1398096]"
653,Aleurocystidiellum disciforme,1416699,species,2,57,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 1416698, 1416699]"
654,Infundibulicybe costata,1428781,species,2,85,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1180517, 451027, 1428781]"
655,Calonarius elegantior,1433877,species,2,30,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 1417326, 1433709, 1433717, 1433877]"
656,Thaxterogaster purpurascens,1438514,species,2,147,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 1366838, 1366840, 1433766, 1438514]"
657,Hygrophorus limacinus,1440332,species,2,77,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1440334, 1440332]"
658,Narcissea ephemeroides,1465884,species,2,33,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 1179752, 1465884]"
659,Russula sanguinaria,48338,species,1,121,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396270, 48338]"
660,Dacrymyces stillatus,53276,species,1,6946,"[48460, 47170, 47169, 492000, 53277, 53278, 53279, 53280, 53276]"
661,Gomphus clavatus,54121,species,1,1148,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 51131, 54121]"
662,Ramaria stricta,54228,species,1,8825,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 48707, 1478431, 54228]"
663,Macrotyphula juncea,54717,species,1,1192,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 1128529, 54715, 54717]"
664,Ramalina farinacea,54758,species,1,8527,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 48326, 48325, 54758]"
665,Hygrocybe coccinea,55245,species,1,6289,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135479, 1135487, 1135488, 55245]"
666,Clavulinopsis fusiformis,55272,species,1,6572,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128526, 49461, 55244, 55272]"
667,Bolbitius variicolor,55477,species,1,29,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55472, 55473, 55477]"
668,Coprinus sterquilinus,56324,species,1,33,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 516951, 47393, 56324]"
669,Cortinarius torvus,58674,species,1,193,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151842, 1152347, 58674]"
670,Cortinarius traganus,58676,species,1,1042,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151842, 1152350, 58676]"
671,Geopora arenicola,58686,species,1,54,"[48460, 47170, 48250, 372740, 152032, 48717, 48718, 58689, 58686]"
672,Chlorophyllum brunneum,58693,species,1,4186,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 56536, 1413392, 58693]"
673,Laccaria bicolor,63238,species,1,991,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 351075, 54895, 63238]"
674,Hygrocybe cantharellus,63282,species,1,4301,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135479, 1135487, 1101274, 63282]"
675,Mycena capillaripes,63434,species,1,1747,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 63434]"
676,Mycena citrinomarginata,63436,species,1,134,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 1453238, 63436]"
677,Mycena inclinata,63453,species,1,3383,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 63453]"
678,Mycena leptocephala,63470,species,1,5379,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 63470]"
679,Tylopilus felleus,63489,species,1,6004,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 63482, 63489]"
680,Cortinarius purpureus,67585,species,1,14,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433686, 123890, 67585]"
681,Conocybe apala,117227,species,1,12388,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55472, 117228, 117227]"
682,Dibaeis baeomyces,117422,species,1,3564,"[48460, 47170, 48250, 372740, 54743, 793487, 117423, 117424, 117425, 117422]"
683,Gyromitra infula,117994,species,1,2421,"[48460, 47170, 48250, 372740, 152032, 48717, 85119, 85118, 951401, 117994]"
684,Hypomyces cervinigenus,118004,species,1,725,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 48247, 48246, 118004]"
685,Phaeolus schweinitzii,118084,species,1,19511,"[48460, 47170, 47169, 492000, 50814, 47380, 1415508, 118088, 118084]"
686,Lycoperdon umbrinum,118139,species,1,2491,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 48444, 118139]"
687,Lycoperdon pratense,118145,species,1,4290,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 48444, 118145]"
688,Scleroderma cepa,118147,species,1,2996,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 474345, 55928, 55929, 118147]"
689,Rickenella swartzii,118171,species,1,289,"[48460, 47170, 47169, 492000, 50814, 57519, 541370, 118174, 118171]"
690,Russula ionochlora,118183,species,1,70,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396255, 118183]"
691,Russula raoultii,118188,species,1,27,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 118188]"
692,Russula grata,118191,species,1,520,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396198, 1366834, 118191]"
693,Tricholoma myomyces,118209,species,1,156,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444969, 1366847, 118209]"
694,Limacella delicata,118251,species,1,60,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 118250, 118251]"
695,Omphalina pyxidata,118255,species,1,87,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1180517, 118257, 118255]"
696,Pluteus atromarginatus,118268,species,1,543,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366821, 118268]"
697,Pluteus thomsonii,118277,species,1,117,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 118277]"
698,Galerina badipes,118292,species,1,201,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 118297, 118292]"
699,Hygrophorus agathosmus,118313,species,1,254,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1371270, 118313]"
700,Hygrophorus gliocyclus,118327,species,1,91,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1135960, 1135970, 118327]"
701,Lepista irina,118368,species,1,169,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1155395, 1128513, 55591, 118368]"
702,Arrhenia retiruga,118402,species,1,415,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135219, 1135221, 67344, 118402]"
703,Morchella deliciosa,120174,species,1,48,"[48460, 47170, 48250, 372740, 152032, 48717, 56831, 56830, 1062676, 120174]"
704,Mitrula paludosa,120551,species,1,437,"[48460, 47170, 48250, 372740, 55523, 49073, 792117, 120552, 120551]"
705,Hypsizygus ulmarius,120862,species,1,3126,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 120863, 120862]"
706,Cladonia pyxidata,123894,species,1,3316,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 49489, 49490, 123894]"
707,Cortinarius violaceus,124344,species,1,3530,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433684, 1150593, 124344]"
708,Peltigera praetextata,127051,species,1,3847,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 54295, 54294, 127051]"
709,Phaeocalicium polyporaeum,127377,species,1,1030,"[48460, 47170, 48250, 372740, 117868, 1094468, 127378, 174981, 127380, 127377]"
710,Russula aurora,127508,species,1,44,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396160, 1396291, 127508]"
711,Exidia recisa,129027,species,1,2629,"[48460, 47170, 47169, 492000, 50814, 50815, 50816, 55569, 1152051, 129027]"
712,Russula luteotacta,130199,species,1,21,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 130199]"
713,Russula sardonia,130200,species,1,1218,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396270, 130200]"
714,Tyromyces chioneus,130946,species,1,8884,"[48460, 47170, 47169, 492000, 50814, 47380, 975893, 130948, 130946]"
715,Gyromitra gigas,131537,species,1,1914,"[48460, 47170, 48250, 372740, 152032, 48717, 85119, 85118, 951398, 1156906, 131537]"
716,Morchella angusticeps,133686,species,1,1275,"[48460, 47170, 48250, 372740, 152032, 48717, 56831, 56830, 1062676, 133686]"
717,Polyporus umbellatus,143309,species,1,696,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 50884, 143309]"
718,Cortinarius flexipes,147323,species,1,131,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151842, 1152079, 147323]"
719,Caloscypha fulgens,153035,species,1,2476,"[48460, 47170, 48250, 372740, 152032, 48717, 153039, 153036, 153035]"
720,Russula ochroleuca,153459,species,1,1266,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396356, 153459]"
721,Dermatocarpon miniatum,154129,species,1,780,"[48460, 47170, 48250, 372740, 117868, 1094471, 117869, 117870, 154128, 154129]"
722,Crepidotus autochthonus,154742,species,1,10,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 118288, 154742]"
723,Ascocoryne cylichnium,155165,species,1,563,"[48460, 47170, 48250, 372740, 55523, 49073, 791908, 49072, 155165]"
724,Clitocybe rivulosa,155494,species,1,607,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1155395, 1128513, 54625, 155494]"
725,Mycena rosella,179020,species,1,263,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 179020]"
726,Rigidoporus ulmarius,179074,species,1,66,"[48460, 47170, 47169, 492000, 50814, 57519, 1468078, 179075, 179074]"
727,Geastrum corollinum,179168,species,1,14,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085861, 1085863, 179168]"
728,Geastrum berkeleyi,179170,species,1,9,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085858, 179170]"
729,Ganoderma australe,179171,species,1,2005,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 48475, 559675, 1129535, 179171]"
730,Phellodon tomentosus,179734,species,1,279,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 179736, 179734]"
731,Stropharia hornemannii,179889,species,1,374,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 53283, 179889]"
732,Baeomyces rufus,180422,species,1,589,"[48460, 47170, 48250, 372740, 54743, 793487, 152549, 176055, 175954, 180422]"
733,Peltigera canina,180500,species,1,3981,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 54295, 54294, 180500]"
734,Usnea hirta,182679,species,1,8524,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 67747, 182679]"
735,Armillaria ostoyae,192381,species,1,4880,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 55930, 192381]"
736,Gloeophyllum trabeum,192652,species,1,62,"[48460, 47170, 47169, 492000, 50814, 67339, 67340, 67341, 192652]"
737,Asterophora parasitica,194272,species,1,170,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 125377, 194272]"
738,Russula decolorans,194427,species,1,817,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1396119, 1396121, 194427]"
739,Tricholoma aurantium,194448,species,1,174,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1366846, 194448]"
740,Helvella villosa,194471,species,1,8,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 194471]"
741,Russula albonigra,202417,species,1,268,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167956, 1483295, 1396126, 202417]"
742,Trametes pubescens,203711,species,1,2818,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 47378, 1153556, 203711]"
743,Resupinatus applicatus,203714,species,1,1464,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 203715, 203714]"
744,Entoloma vernum,204774,species,1,979,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1416381, 1420893, 204774]"
745,Physcia tenella,228059,species,1,2379,"[48460, 47170, 48250, 372740, 54743, 952186, 372828, 60717, 117887, 228059]"
746,Ramalina fastigiata,229764,species,1,2292,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 48326, 48325, 229764]"
747,Squamarina cartilaginea,231436,species,1,370,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 791887, 174994, 231436]"
748,Phragmidium potentillae,245769,species,1,251,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 71043, 205077, 245769]"
749,Phyllosticta minima,319633,species,1,101,"[48460, 47170, 48250, 372740, 55174, 143718, 791584, 319634, 319633]"
750,Phragmidium rosae-pimpinellifoliae,320092,species,1,30,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 71043, 205077, 320092]"
751,Marasmius cohaerens,324151,species,1,237,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 54067, 324151]"
752,Hydnellum concrescens,326130,species,1,1105,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 52528, 326130]"
753,Xylaria filiformis,328196,species,1,238,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 55268, 328196]"
754,Entoloma parasiticum,328211,species,1,19,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 328211]"
755,Thelephora penicillata,328324,species,1,122,"[48460, 47170, 47169, 492000, 50814, 52526, 118108, 118110, 328324]"
756,Russula acetolens,332206,species,1,13,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 332206]"
757,Ciboria batschiana,332473,species,1,46,"[48460, 47170, 48250, 372740, 55523, 49073, 204631, 326844, 332473]"
758,Porostereum spadiceum,332508,species,1,91,"[48460, 47170, 47169, 492000, 50814, 47380, 118075, 332509, 332508]"
759,Rhytisma punctatum,333838,species,1,1268,"[48460, 47170, 48250, 372740, 55523, 125771, 125772, 130943, 333838]"
760,Ripartites tricholoma,334219,species,1,40,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 334220, 334219]"
761,Peniophora cinerea,335978,species,1,145,"[48460, 47170, 47169, 492000, 50814, 48341, 55878, 55879, 335978]"
762,Russula cerolens,337492,species,1,3542,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396198, 337492]"
763,Suillus bovinus,337850,species,1,1334,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432580, 53489, 53490, 337850]"
764,Entomophthora muscae,339550,complex,1,3184,"[48460, 47170, 55113, 372742, 794017, 55115, 55116, 55117, 339550]"
765,Tricholoma argyraceum,340559,species,1,62,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444969, 1366847, 1441770, 340559]"
766,Scutiger pes-caprae,341963,species,1,114,"[48460, 47170, 47169, 492000, 50814, 48341, 54167, 341964, 341963]"
767,Bolbitius aleuriatus,344411,species,1,849,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55472, 55473, 344411]"
768,Floccularia luteovirens,347894,species,1,34,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 923956, 118300, 347894]"
769,Xylaria carpophila,348993,species,1,133,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 55268, 348993]"
770,Phaeoclavulina flaccida,349693,species,1,451,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 349690, 349693]"
771,Amanita solitaria,350059,species,1,25,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 1142605, 350059]"
772,Arachnopeziza aurelia,350112,species,1,133,"[48460, 47170, 48250, 372740, 55523, 49073, 791901, 353333, 350112]"
773,Climacocystis borealis,350364,species,1,883,"[48460, 47170, 47169, 492000, 50814, 47380, 55974, 354216, 350364]"
774,Cortinarius stillatitius,350498,species,1,49,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433695, 1152044, 350498]"
775,Daldinia childiae,350616,species,1,1251,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 785476, 85433, 1146677, 350616]"
776,Datronia mollis,350636,species,1,772,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 354186, 350636]"
777,Diatrype stigma,350663,species,1,1349,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 352307, 353179, 350663]"
778,Diatrypella quercina,350666,species,1,138,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 352307, 353182, 350666]"
779,Entoloma sericeum,350740,species,1,2074,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1416381, 1420897, 1420900, 350740]"
780,Faerberia carbonaria,350767,species,1,20,"[48460, 47170, 47169, 492000, 50814, 47380, 974717, 352288, 350767]"
781,Geastrum striatum,350836,species,1,47,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085879, 1085887, 350836]"
782,Gloeophyllum odoratum,350861,species,1,1076,"[48460, 47170, 47169, 492000, 50814, 67339, 67340, 67341, 350861]"
783,Helvella atra,350976,species,1,108,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 350976]"
784,Hohenbuehelia angustata,351008,species,1,253,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 154753, 351008]"
785,Hydnum albidum,351036,species,1,152,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 48422, 969898, 351036]"
786,Hygrophorus erubescens,351047,species,1,258,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1135962, 1135967, 351047]"
787,Hygrophorus unicolor,351054,species,1,19,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135951, 1135953, 1135957, 351054]"
788,Lactarius scrobiculatus,351305,species,1,558,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 1366735, 351305]"
789,Lactarius subdulcis,351308,species,1,140,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1046273, 351308]"
790,Lactarius zonarius,351316,species,1,125,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1370560, 351316]"
