,taxon.name,taxon.id,taxon.rank,count,taxon.observations_count,taxon.ancestor_ids
1168,Panaeolus acuminatus,348990,species,1,219,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1180803, 118262, 348990]"
1169,Agrocybe vervacti,350015,species,1,20,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 118395, 350015]"
1170,Amanita solitaria,350059,species,1,25,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142598, 1142605, 350059]"
1171,Cortinarius caerulescens,350489,species,1,27,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151849, 350489]"
1172,Cortinarius rufo-olivaceus,350495,species,1,28,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151859, 350495]"
1173,Cortinarius stillatitius,350498,species,1,49,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433695, 1152044, 350498]"
1174,Daldinia vernicosa,350623,species,1,40,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 785476, 85433, 1146681, 350623]"
1175,Faerberia carbonaria,350767,species,1,20,"[48460, 47170, 47169, 492000, 50814, 47380, 974717, 352288, 350767]"
1176,Ganoderma sessile,350821,species,1,10744,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 48475, 1106981, 350821]"
1177,Gloeoporus pannocinctus,350863,species,1,35,"[48460, 47170, 47169, 492000, 50814, 47380, 964622, 202427, 350863]"
1178,Hygrophorus erubescens,351047,species,1,258,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1135962, 1135967, 351047]"
1179,Hygrophorus unicolor,351054,species,1,19,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135951, 1135953, 1135957, 351054]"
1180,Hymenoscyphus fructigenus,351066,species,1,232,"[48460, 47170, 48250, 372740, 55523, 49073, 49074, 328023, 351066]"
1181,Hypomyces lateritius,351091,species,1,249,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 48247, 48246, 351091]"
1182,Hyaloscypha,351111,genus,1,59,"[48460, 47170, 48250, 372740, 55523, 49073, 176577, 351111]"
1183,Hypoxylon howeanum,351139,species,1,997,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 785476, 48804, 351139]"
1184,Inocybe godeyi,351220,species,1,22,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 58679, 351220]"
1185,Inocybe pyriodora,351229,species,1,14,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 58679, 351229]"
1186,Lactifluus corrugis,351317,species,1,1133,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 353211, 1105690, 1105785, 351317]"
1187,Laxitextum bicolor,351345,species,1,85,"[48460, 47170, 47169, 492000, 50814, 48341, 49159, 353115, 351345]"
1188,Lentinellus castoreus,351358,species,1,77,"[48460, 47170, 47169, 492000, 50814, 48341, 55176, 118238, 351358]"
1189,Lentinellus omphalodes,351360,species,1,11,"[48460, 47170, 47169, 492000, 50814, 48341, 55176, 118238, 351360]"
1190,Lycoperdon flavotinctum,351430,species,1,58,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 48444, 351430]"
1191,Melanogaster ambiguus,351513,species,1,20,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432578, 55942, 353130, 351513]"
1192,Melanogaster variegatus,351516,species,1,9,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432578, 55942, 353130, 351516]"
1193,Melogramma campylosporum,351546,species,1,15,"[48460, 47170, 48250, 372740, 53539, 792674, 791371, 353120, 353119, 351546]"
1194,Meruliopsis taxicola,351558,species,1,363,"[48460, 47170, 47169, 492000, 50814, 47380, 964622, 353122, 351558]"
1195,Morchella vulgaris,351596,species,1,100,"[48460, 47170, 48250, 372740, 152032, 48717, 56831, 56830, 1062674, 351596]"
1196,Neolentinus lepideus,351629,species,1,4290,"[48460, 47170, 47169, 492000, 50814, 67339, 67340, 311293, 351629]"
1197,Panaeolus fimicola,351673,species,1,90,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1180803, 118262, 351673]"
1198,Phaeocollybia festiva,351753,species,1,5,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 175457, 351753]"
1199,Phellinus laevigatus,351789,species,1,164,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 118087, 351789]"
1200,Pholiota adiposa,351817,species,1,174,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 64076, 1145086, 1145088, 351817]"
1201,Pluteus exilis,351891,species,1,2446,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366821, 351891]"
1202,Poronia punctata,351939,species,1,95,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 328192, 351939]"
1203,Propolis farinosa,351949,species,1,167,"[48460, 47170, 48250, 372740, 55523, 972694, 774931, 353003, 351949]"
1204,Puccinia graminis,352070,species,1,92,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 352070]"
1205,Puccinia hieracii,352076,species,1,63,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 352076]"
1206,Puccinia purpurea,352116,species,1,8,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 352116]"
1207,Pucciniastrum epilobii,352153,species,1,45,"[48460, 47170, 47169, 416490, 69967, 69968, 1151228, 207611, 207610, 352153]"
1208,Ramaria fumigata,352188,species,1,54,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 48707, 352188]"
1209,Rhodocollybia prolixa,352254,species,1,45,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 118165, 352254]"
1210,Rosellinia corticium,352264,species,1,140,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 352576, 352264]"
1211,Rosellinia subiculata,352268,species,1,311,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 352576, 352268]"
1212,Tricholoma columbetta,352605,species,1,134,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1377701, 352605]"
1213,Serpula,352612,genus,1,990,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 352610, 352612]"
1214,Tulostoma pulchellum,352666,species,1,8,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181092, 60903, 352666]"
1215,Nemania,353046,genus,1,172,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 353046]"
1216,Hysterium,353108,genus,1,210,"[48460, 47170, 48250, 372740, 55174, 793883, 152534, 327983, 353108]"
1217,Lasiosphaeria,353113,genus,1,510,"[48460, 47170, 48250, 372740, 53539, 372775, 58710, 353114, 353113]"
1218,Diplocarpon rosae,354898,species,1,1341,"[48460, 47170, 48250, 372740, 55523, 49073, 791907, 354899, 354898]"
1219,Cortinarius anomalus,359896,species,1,141,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1152029, 359896]"
1220,Taphrina caerulescens,360232,species,1,1509,"[48460, 47170, 48250, 791576, 152035, 152525, 192644, 192645, 360232]"
1221,Clavulinopsis helvola,362042,species,1,374,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128526, 49461, 55244, 362042]"
1222,Hygrocybe intermedia,363619,species,1,62,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135480, 1135503, 363619]"
1223,Hygrocybe quieta,363620,species,1,124,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135479, 1135487, 363620]"
1224,Laccaria tortilis,363702,species,1,115,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 351075, 54895, 363702]"
1225,Mycena aurantiomarginata,367289,species,1,383,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 367289]"
1226,Aureoboletus gentilis,367880,species,1,43,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 702670, 354166, 367880]"
1227,Cladonia rangiformis,370776,species,1,1337,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 49489, 49490, 370776]"
1228,Aegerita,374448,genus,1,169,"[48460, 47170, 47169, 492000, 50814, 47380, 1159193, 374448]"
1229,Cudoniella,374652,genus,1,407,"[48460, 47170, 48250, 372740, 55523, 49073, 1092251, 374652]"
1230,Cyclaneusma,374655,genus,1,24,"[48460, 47170, 48250, 372740, 55523, 972694, 774931, 374655]"
1231,Phlegmacium,375042,section,1,173,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 375042]"
1232,Trichopeziza,375266,genus,1,80,"[48460, 47170, 48250, 372740, 55523, 49073, 1021377, 375266]"
1233,Golovinomyces sordidus,379816,species,1,967,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394528, 333884, 379816]"
1234,Phloeospora robiniae,379867,species,1,10,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 153031, 153032, 379867]"
1235,Amphilogia gyrosa,381226,species,1,1766,"[48460, 47170, 48250, 372740, 53539, 977794, 49189, 373250, 374463, 381226]"
1236,Amylostereum areolatum,381232,species,1,12,"[48460, 47170, 47169, 492000, 50814, 48341, 373251, 374468, 381232]"
1237,Ascobolus furfuraceus,381292,species,1,45,"[48460, 47170, 48250, 372740, 152032, 48717, 118010, 118011, 381292]"
1238,Botryosphaeria obtusa,381418,species,1,45,"[48460, 47170, 48250, 372740, 55174, 143718, 143719, 143720, 381418]"
1239,Colletotrichum acutatum,381762,species,1,52,"[48460, 47170, 48250, 372740, 53539, 794115, 372830, 323957, 323958, 381762]"
1240,Golovinomyces cichoracearum,382488,species,1,678,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394528, 333884, 382488]"
1241,Gymnopilus picreus,382515,species,1,102,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 83198, 382515]"
1242,Hebeloma sacchariolens,382540,species,1,79,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 192716, 1428720, 382540]"
1243,Hebeloma velutipes,382544,species,1,456,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 192716, 1420326, 382544]"
1244,Hypomyces aurantius,382735,species,1,350,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 48247, 48246, 382735]"
1245,Kuehneola uredinis,382838,species,1,279,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 71043, 353089, 382838]"
1246,Lactarius glyciosmus,382879,species,1,281,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 382879]"
1247,Lactarius pubescens,382882,species,1,2496,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 382882]"
1248,Leucoagaricus badhamii,382958,species,1,24,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 119985, 382958]"
1249,Melanoleuca exscissa,383076,species,1,56,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 332511, 383076]"
1250,Mucor mucedo,383170,species,1,25,"[48460, 47170, 55113, 794033, 794035, 123763, 123764, 353051, 383170]"
1251,Penicillium expansum,383411,species,1,59,"[48460, 47170, 48250, 372740, 117868, 372776, 152547, 791866, 194449, 1148195, 1148206, 383411]"
1252,Puccinia punctata,383979,species,1,39,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 383979]"
1253,Ramularia rhabdospora,384092,species,1,7,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 153031, 375127, 384092]"
1254,Russula sororia,384195,species,1,68,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 384195]"
1255,Sebacina epigaea,384243,species,1,22,"[48460, 47170, 47169, 492000, 50814, 152593, 323023, 328325, 384243]"
1256,Septoria scabiosicola,384305,species,1,20,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 153031, 327977, 384305]"
1257,Skeletocutis amorpha,384331,species,1,152,"[48460, 47170, 47169, 492000, 50814, 47380, 975893, 335981, 384331]"
1258,Synchytrium taraxaci,384482,species,1,34,"[48460, 47170, 125609, 794008, 794009, 416452, 375235, 384482]"
1259,Taphrina pruni,384486,species,1,618,"[48460, 47170, 48250, 791576, 152035, 152525, 192644, 192645, 384486]"
1260,Tulostoma simulans,384619,species,1,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181092, 60903, 384619]"
1261,Uromyces anthyllidis,384671,species,1,11,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 320859, 384671]"
1262,Volvariella surrecta,384733,species,1,46,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 63421, 384733]"
1263,Wilsonomyces carpophilus,384739,species,1,347,"[48460, 47170, 48250, 372740, 55174, 793883, 58701, 791645, 379477, 384739]"
1264,Physconia grisea,404864,species,1,1024,"[48460, 47170, 48250, 372740, 54743, 952186, 372828, 60717, 175433, 404864]"
1265,Podosphaera leucotricha,408176,species,1,139,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394526, 334961, 408176]"
1266,Scutellinia subhirtella,408225,species,1,25,"[48460, 47170, 48250, 372740, 152032, 48717, 48718, 49138, 408225]"
1267,Hohenbuehelia geogenia,409462,species,1,18,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 154753, 409462]"
1268,Drepanopeziza salicis,410650,species,1,15,"[48460, 47170, 48250, 372740, 55523, 49073, 791907, 374714, 410650]"
1269,Deconica inquilina,410968,species,1,49,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 379689, 410968]"
1270,Deconica subviscida,410969,species,1,18,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 379689, 410969]"
1271,Deconica crobula,410970,species,1,31,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 379689, 410970]"
1272,Xerocomellus cisalpinus,416306,species,1,213,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 416305, 416306]"
1273,Lacrymaria asperospora,416307,species,1,265,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 130944, 416307]"
1274,Paxillus cuprinus,416322,species,1,815,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432578, 55942, 55943, 1397925, 416322]"
1275,Microsphaeropsis hellebori,416385,species,1,34,"[48460, 47170, 48250, 372740, 55174, 793883, 58701, 773718, 374910, 416385]"
1276,Typhula erythropus,416478,species,1,55,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 54716, 335949, 416478]"
1277,Erynia,416500,genus,1,209,"[48460, 47170, 55113, 372742, 794017, 55115, 55116, 416500]"
1278,Panaeolus cinctulus,418443,species,1,1502,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1180803, 118262, 418443]"
1279,Cortinarius disjungendus,423589,species,1,7,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151842, 1152365, 423589]"
1280,Russula maculata,423666,species,1,54,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396143, 423666]"
1281,Mycena corticola,423924,species,1,1268,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 1274773, 423924]"
1282,Resupinatus alboniger,426274,species,1,196,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 203715, 426274]"
1283,Xerocomellus zelleri,438008,species,1,940,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 416305, 438008]"
1284,Entoloma medianox,447232,species,1,1179,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1416547, 1424671, 1416484, 447232]"
1285,Puccinia smyrnii,448221,species,1,283,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 448221]"
1286,Lactarius tabidus,451028,species,1,245,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1046273, 451028]"
1287,Bagliettoa marmorea,462439,species,1,211,"[48460, 47170, 48250, 372740, 117868, 1094471, 117869, 117870, 378762, 462439]"
1288,Circinaria contorta,462706,species,1,1166,"[48460, 47170, 48250, 372740, 54743, 793487, 117423, 175733, 344388, 462706]"
1289,Enchylium tenax,462865,species,1,444,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 117961, 464247, 462865]"
1290,Lepraria finkii,463344,species,1,7316,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 122661, 154184, 463344]"
1291,Polycauliona polycarpa,463837,species,1,2547,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232042, 463984, 463837]"
1292,Amanita regalis,464151,species,1,680,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 954920, 1155969, 464151]"
1293,Dumontinia tuberosa,464267,species,1,357,"[48460, 47170, 48250, 372740, 55523, 49073, 204631, 464269, 464267]"
1294,Stereum versicolor,468027,species,1,4459,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 55503, 468027]"
1295,Phragmidium bulbosum,472360,species,1,48,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 71043, 205077, 472360]"
1296,Golovinomyces fischeri,480389,species,1,79,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394528, 333884, 480389]"
1297,Agaricus benesii,480761,species,1,51,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824804, 824817, 480761]"
1298,Agaricus gennadii,480764,species,1,9,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824804, 824811, 480764]"
1299,Cortinarius ohlone,483886,species,1,398,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151842, 1152305, 483886]"
1300,Agrocybe paludosa,486572,species,1,17,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 118395, 486572]"
1301,Kuehneromyces lignicola,495391,species,1,1020,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 153034, 495391]"
1302,Flammulina populicola,498109,species,1,293,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 67595, 498109]"
1303,Pluteus pouzarianus,499531,species,1,21,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366821, 499531]"
1304,Phloeomana speirea,499673,species,1,980,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 416511, 499764, 499673]"
1305,Atheniella flavoalba,499704,species,1,320,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 416511, 487322, 499704]"
1306,Lactarius resimus,499708,species,1,263,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 499708]"
1307,Russula consobrina,499726,species,1,36,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 499726]"
1308,Melanoleuca cognata,499766,species,1,101,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 332511, 1392627, 499766]"
1309,Meottomyces dissimulans,499806,species,1,135,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 499805, 499806]"
1310,Tricholoma colossus,499995,species,1,34,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1377697, 499995]"
1311,Simocybe haustellaris,500090,species,1,63,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 328220, 500090]"
1312,Russula pelargonia,500095,species,1,25,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 500095]"
1313,Hygrophorus discoxanthus,500101,species,1,42,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135951, 1135953, 1135956, 500101]"
1314,Cortinarius percomis,500103,species,1,21,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151831, 500103]"
1315,Cortinarius montanus,500123,species,1,12,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1150738, 500123]"
1316,Lepiota griseovirens,500165,species,1,18,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 500165]"
1317,Neournula pouchetii,500296,species,1,25,"[48460, 47170, 48250, 372740, 152032, 48717, 355433, 551771, 500296]"
1318,Clitocybe vibecina,500300,species,1,51,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1155395, 1128513, 54625, 500300]"
1319,Hygrocybe citrinovirens,500415,species,1,33,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135480, 1135503, 500415]"
1320,Puccinia dioicae,501711,species,1,94,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 501711]"
1321,Pleurotus citrinopileatus,504060,species,1,5204,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 48496, 504060]"
1322,Melampsora caprearum,504456,species,1,28,"[48460, 47170, 47169, 416490, 69967, 69968, 1151228, 179929, 179921, 1377412, 504456]"
1323,Russula mustelina,504731,species,1,57,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1370587, 504731]"
1324,Buglossoporus quercinus,506309,species,1,182,"[48460, 47170, 47169, 492000, 50814, 47380, 55974, 878770, 506309]"
1325,Phylloporus pelletieri,508746,species,1,59,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 702670, 205872, 508746]"
1326,Butyriboletus fechtneri,508747,species,1,33,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 372727, 508747]"
1327,Gyrodon lividus,508749,species,1,50,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432578, 55942, 148297, 508749]"
1328,Lactarius acris,510206,species,1,22,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174533, 510206]"
1329,Lactarius fulvissimus,510208,species,1,39,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1046273, 510208]"
1330,Cortinarius xanthophyllus,512503,species,1,19,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151859, 512503]"
1331,Russula praetervisa,512753,species,1,27,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396198, 1396204, 512753]"
1332,Inocybe fraudans,513782,species,1,94,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 58679, 513782]"
1333,Hygrophorus nemoreus,514102,species,1,33,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1135962, 1135966, 514102]"
1334,Russula turci,516989,species,1,41,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396194, 516989]"
1335,Russula cessans,517781,species,1,59,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396307, 517781]"
1336,Entoloma niphoides,517787,species,1,6,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1366583, 1416478, 517787]"
1337,Cortinarius vernus,517793,species,1,56,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151842, 1152285, 517793]"
1338,Inocybe griseolilacina,518220,species,1,57,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 58679, 518220]"
1339,Mycena vulgaris,518976,species,1,109,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 518976]"
1340,Mycena stylobates,519021,species,1,68,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 519021]"
1341,Eutypa spinosa,520538,species,1,122,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 352307, 352310, 520538]"
1342,Sidera,524423,genus,1,44,"[48460, 47170, 47169, 492000, 50814, 57519, 541370, 524423]"
1343,Crepidotus caspari,527243,species,1,35,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 118288, 527243]"
1344,Myriolecis dispersa,532146,species,1,1381,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 50253, 531563, 532146]"
1345,Rusavskia elegans,532267,species,1,9864,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232042, 532755, 532267]"
1346,Xanthocarpia crenulatella,532531,species,1,97,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232042, 532698, 532531]"
1347,Biscogniauxia marginata,540665,species,1,292,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 792677, 127049, 540665]"
1348,Coprinellus bipellis,542651,species,1,309,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 56315, 947428, 542651]"
1349,Hygrophorus penarioides,542715,species,1,13,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1135962, 1135966, 1435249, 542715]"
1350,Lepiota echinella,542717,species,1,13,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 542717]"
1351,Boletus praestigiator,542743,species,1,2,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 48703, 542743]"
1352,Chamaemyces fracidus,542898,species,1,22,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 542897, 542898]"
1353,Lepiota carinii,544973,species,1,6,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 544973]"
1354,Gautieria morchelliformis,548621,species,1,6,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 175807, 1468886, 548621]"
1355,Verpa digitaliformis,552867,species,1,9,"[48460, 47170, 48250, 372740, 152032, 48717, 56831, 118001, 552867]"
1356,Podosphaera macularis,556218,species,1,118,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394526, 334961, 556218]"
1357,Puccinia phragmitis,563924,species,1,286,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 563924]"
1358,Geastrum melanocephalum,566390,species,1,66,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085910, 566390]"
1359,Leccinum cyaneobasileucum,569090,species,1,96,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1199038, 54203, 569090]"
1360,Tyromyces kmetii,569553,species,1,28,"[48460, 47170, 47169, 492000, 50814, 47380, 975893, 130948, 569553]"
1361,Mycena niveipes,574073,species,1,187,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 574073]"
1362,Leucopaxillus tricolor,578205,species,1,22,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 67347, 578205]"
1363,Golovinomyces asterum,578631,species,1,172,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394528, 333884, 578631]"
1364,Patinellaria sanguinea,602009,species,1,46,"[48460, 47170, 48250, 372740, 55523, 49073, 353071, 602009]"
1365,Russula romellii,602393,species,1,25,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396319, 602393]"
1366,Lepiota jacobi,602701,species,1,8,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 602701]"
