,gbifID,year,taxonID,scientificName,kingdom,phylum,class,order,family,subfamily,genus,subgenus,taxonRank,genericName,vernacularName,continent,country,municipality,locality,decimalLatitude,decimalLongitude,geodeticDatum
18326,4080785525,,343592,Puccinia malvacearum,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,,Puccinia,,species,,,,,,,44.7956485492,20.394299648,EPSG:4326
381050,2846037953,,,Puccinia malvacearum Bertero ex Mont.,Fungi,,,,,,,,,,,,RS,,"Deliblatska peščara, zwischen Banatski Karlovac und Deliblato, Umgebung von Velika Šušara, ca. 2 km Ö des Brunnens Rošiana",44.9,21.1,WGS84
387527,3346549567,,ASV:e05d4660c3e777277a8e54c00c1164e3,Puccinia porri,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,,Puccinia,,,,,,Serbia,,,,,
381038,2846037040,,,Puccinia punctata Link,Fungi,,,,,,,,,,,,,,4km Ö Lajkovac,44.4,20.2,WGS84
381044,2846037011,,,Puccinia sii-falcariae J. Schröt.,Fungi,,,,,,,,,,,,RS,,"Deliblatska peščara, ca. 7 km S von Banatski karlovac",45,21,WGS84
349823,4075799848,,448221,Puccinia smyrnii,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,,Puccinia,,species,,,,,,,43.2876327215,22.0063767245,EPSG:4326
381037,2845977156,,,Puccinia sorghi Schwein.,Fungi,,,,,,,,,,,,CS,,"N von Beograd, Autoput",44.8,20.5,WGS84
381041,2846031109,,,Puccinia violae (Schumach.) DC.,Fungi,,,,,,,,,,,,RS,,an der Straße nach Stepojevac ca. 5 km SÖ Velika Moštanica,44.7,20.5,WGS84
385612,4166319591,1919,312661,Puccinia vossii,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,,Puccinia,,Species,,,,Serbia,,Grygov prope Olomus,,,
589672,4014930149,,704007,Puccinia xanthii,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,,Puccinia,,species,,,,,,,44.7963071082,20.4007449439,EPSG:4326
400949,4023700631,,http://tun.fi/MX.53688,Pucciniales,Fungi,,,,,,,,order,,,,Serbia,,,,,EPSG:4326
152904,2828059512,1971,,Punctelia subrudecta,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,,Punctelia,,species,,,EUROPE,Serbia,,"Crna Gora (Montenegro): Kotor, Tivat, Lastva Village. UTM: CN2",,,
584745,4057398160,,,Pycnoporus cinnabarinus,Fungi,,,,Polyporaceae,,,,species,,Cinnabar Bracket,,RS,,Serbia - Tara NP,43.91785,19.403008333333332,WGS84
604922,3024277222,,170743,"Pyrenopeziza atrata (Pers.) Fuckel, 1870",Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,,Pyrenopeziza,,Species,,,,Serbia,Južnobački okrug/South Backa District,Brankovac,45.157108,19.749643,https://epsg.io/4326
350331,3950018668,,128198,Pyrenula coryli,Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,,Pyrenula,,Species,,,,Serbia,,,,,
606578,4137613500,,1179671,Pyrrhulomyces astragalinus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,,Pyrrhulomyces,,species,,,,,,,43.2795033333,20.8118133333,EPSG:4326
400754,4046460908,,1158842,Quaternaria quaternata,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,,Quaternaria,,species,,,,,,,45.1497164329,19.8848217116,EPSG:4326
33840,3759193793,,54758,Ramalina farinacea,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,,Ramalina,,species,,,,,,,43.736564,19.707063,EPSG:4326
30437,3466311151,,229764,Ramalina fastigiata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,,Ramalina,,species,,,,,,,43.736564,19.707063,EPSG:4326
402161,1677335091,,352176,Ramaria aurea,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,,Ramaria,,species,,,,,,,43.3905009228,21.9984912872,EPSG:4326
28087,2236873021,,48800,Ramaria botrytis,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,,Ramaria,,species,,,,,,,44.2734225832,20.5188872253,EPSG:4326
34444,2992667385,,352185,Ramaria flava,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,,Ramaria,,species,,,,,,,44.2807354159,20.5115916168,EPSG:4326
401630,3039187081,,48770,Ramaria formosa,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,,Ramaria,,species,,,,,,,45.130204,19.801639,EPSG:4326
32915,2992743386,,352188,Ramaria fumigata,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,,Ramaria,,species,,,,,,,44.2734225736,20.5200030481,EPSG:4326
157208,3014088620,,54228,Ramaria stricta,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,,Ramaria,,species,,,,,,,44.4333333498,20.7000000402,EPSG:4326
383567,4062705506,,384093,Ramularia rubella,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,Ramularia,,species,,,,,,,44.8665584318,20.3504524428,EPSG:4326
402626,3743247458,,426274,Resupinatus alboniger,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,Resupinatus,,species,,,,,,,45.1444444444,19.6008333333,EPSG:4326
606556,2563441106,,203714,Resupinatus applicatus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,Resupinatus,,species,,,,,,,44.2750204227,20.5325343048,EPSG:4326
4290,2244206648,,790316,Rheubarbariboletus persicolor,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,,Xerocomellus,,species,,,,,,,44.3393216772,20.409889143,EPSG:4326
154040,3346940233,,ASV:05214d3cb2164716fb4a696207008c21,Rhizoctonia solani AG-2-2,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,Rhizoctonia,,,,,,Serbia,,,,,
204799,3350421592,,ASV:ffb7eb8eebb80458b7e0b321ab36eabf,Rhizopus arrhizus,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,,Rhizopus,,,,,,Serbia,,,,,
158268,4138387703,,869526,Rhodocollybia asema,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,,Rhodocollybia,,species,,,,,,,43.27943,20.8143133333,EPSG:4326
599042,3415831837,,118166,Rhodocollybia butyracea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,,Rhodocollybia,,species,,,,,,,43.9176153633,19.4202886149,EPSG:4326
349653,1703230227,,118168,Rhodocollybia maculata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,,Rhodocollybia,,species,,,,,,,45.7977656079,20.1444759965,EPSG:4326
349645,3915409861,,384046,Rhodocybe gemina,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,Rhodocybe,,species,,,,,,,45.2288751656,19.8503147811,EPSG:4326
28035,3408243655,,481482,Rhodotus palmatus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,,Rhodotus,,species,,,,,,,45.0419675838,19.6818040366,EPSG:4326
20948,3966710582,,130935,Rhytisma acerinum,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,,Rhytisma,,species,,,,,,,44.7787170278,20.4290561667,EPSG:4326
593183,4026573278,,http://tun.fi/MX.237778,Rhytisma acerinum (Pers. : Fr.) Fr.,Fungi,,,,,,,,species,,,,Serbia,,,,,EPSG:4326
399302,4022146470,,333838,Rhytisma punctatum,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,,Rhytisma,,species,,,,,,,44.6884054551,20.5155107351,EPSG:4326
155125,3947542935,,118170,Rickenella fibula,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,,Rickenella,,species,,,,,,,43.8896586942,19.5356915706,EPSG:4326
35253,3858571607,,118171,Rickenella swartzii,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,,Rickenella,,species,,,,,,,43.9014499708,19.524403587,EPSG:4326
387706,3348658443,,ASV:8a30ea05bda8b8899137447bc46da099,Rickia pachyiuli,Fungi,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,,Rickia,,,,,,Serbia,,(collection A.S.P.S. Reboleira),,,
396662,3032137299,,179074,Rigidoporus ulmarius,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rigidoporaceae,,Rigidoporus,,species,,,,,,,44.7918215989,20.412610732,EPSG:4326
344146,441929010,,,Rigidoporus undatus (Pers. : Fr.) Donk,Fungi,,,,,,,,,,,,,,Nationalpark Plitries,44,21,WGS84
352641,4028822220,,334219,Ripartites tricholoma,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,Ripartites,,species,,,,,,,45.2709251728,19.5010657678,EPSG:4326
32736,1677346329,,544555,Rubroboletus legaliae,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,,Rubroboletus,,species,,,,,,,44.655104,20.458603,EPSG:4326
27806,1703203598,,824010,Rubroboletus rhodoxanthus,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,,Rubroboletus,,species,,,,,,,43.2590294755,21.9169633193,EPSG:4326
157148,4080680459,,544554,Rubroboletus satanas,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,,Rubroboletus,,species,,,,,,,43.50185,20.8755616667,EPSG:4326
399626,4034711425,,532267,Rusavskia elegans,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,,Rusavskia,,species,,,,,,,43.7761022973,21.8931160122,EPSG:4326
382413,1928198384,,,Russula,Fungi,Basidiomycota,,,Russulaceae,,Russula,,Genus,,,Europe,Serbia,,"Hotel Palisad in Partizanske Voda, Zlatibor, ""Yugoslavia""",,,
396905,3859338895,,332206,Russula acetolens,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1805894897,19.7010114187,EPSG:4326
383455,3881485515,,202417,Russula albonigra,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1638285667,19.6549500529,EPSG:4326
142034,1928367604,,,Russula albonigra (Krombh.) Fr.,Fungi,Basidiomycota,,,Russulaceae,,Russula,,Species,,,Europe,Serbia,,"Nova Varos, ""Yugoslavia"" at the Hotel Panorama",,,
33394,4145661214,,606192,Russula amethystina,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,43.9399147664,19.3061829481,EPSG:4326
401667,3858206004,,625439,Russula amoenicolor,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1705307042,19.6934803843,EPSG:4326
589138,3947587271,,210270,Russula atropurpurea,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,43.9057546155,19.5267274747,EPSG:4326
400778,1891293640,,360306,Russula aurea,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,44.690209,20.520086,EPSG:4326
31346,4153367820,,127508,Russula aurora,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,43.7742783333,21.9369583333,EPSG:4326
352040,3947415373,,875151,Russula badia,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,43.9143591665,19.4203341644,EPSG:4326
32122,3994307568,,332680,Russula chloroides,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,43.9097857058,19.5369147258,EPSG:4326
384909,4009739569,,194437,Russula cyanoxantha,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1708626418,19.6384091933,EPSG:4326
375430,1802780886,,194439,Russula cyanoxantha cutefracta,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,variety,,,,,,,44.773803,20.375525,EPSG:4326
397826,2013027055,,194427,Russula decolorans,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,44.775143,20.386082,EPSG:4326
352570,3923497753,,352278,Russula delica,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1572156,19.7116267,EPSG:4326
27396,4145745911,,194407,Russula densifolia,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,43.9399456684,19.3052280817,EPSG:4326
396329,4054916768,,352281,Russula fellea,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1198172856,19.7512777114,EPSG:4326
27859,1802649828,,352283,Russula foetens,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,44.774691,20.385025,EPSG:4326
376652,1831154851,,179715,Russula fragilis,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,42.8639223604,22.0089117662,EPSG:4326
398301,3947777402,,179713,Russula fragilis violascens,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,form,,,,,,,43.9132771233,19.4202697914,EPSG:4326
24609,3947507525,,118191,Russula grata,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1208815,19.7536102997,EPSG:4326
398322,3860482844,,203806,Russula heterophylla,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1789402317,19.649721736,EPSG:4326
578800,4116317533,,118183,Russula ionochlora,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1801069888,19.7532018361,EPSG:4326
19889,3415618539,,352293,Russula lepida,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.168875963,19.6819189093,EPSG:4326
380982,4028945601,,130199,Russula luteotacta,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1643696296,19.7128320248,EPSG:4326
578755,4046360308,,194414,Russula nigricans,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1611985767,19.5059282953,EPSG:4326
29938,3947565369,,49446,Russula nobilis,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,43.9144673698,19.4206131141,EPSG:4326
134818,3947368365,,153459,Russula ochroleuca,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,43.9169869039,19.4199050109,EPSG:4326
20702,2992684361,,352303,Russula olivacea,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,44.2747318737,20.5313755905,EPSG:4326
158120,1930106669,,,Russula olivacea (Schaeff.) Pers.,Fungi,Basidiomycota,,,Russulaceae,,Russula,,Species,,,Europe,Serbia,,"Nova Varos, ""Yugoslavia"" at the Hotel Panorama",,,
134744,4046290374,,122332,Russula parazurea,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1627860452,19.5076557598,EPSG:4326
21446,4138288674,,118189,Russula queletii,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,43.3939883333,20.8939366667,EPSG:4326
348901,4029159564,,118188,Russula raoultii,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1663283077,19.6733833086,EPSG:4326
134087,3415724315,,153464,Russula risigallina,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.175995467,19.6807792211,EPSG:4326
352134,1802655392,,602393,Russula romellii,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,44.3721874567,19.3014670516,EPSG:4326
397919,1703219331,,48338,Russula sanguinaria,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,44.750712,20.534732,EPSG:4326
352071,3994189587,,352308,Russula sanguinea,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,43.9236111111,19.5066666667,EPSG:4326
18700,1927794055,,,Russula sanguinea Fr.,Fungi,Basidiomycota,,,Russulaceae,,Russula,,Species,,,Europe,Serbia,,"Hotel Palisad in Partizanske Voda, Zlatibor, ""Yugoslavia""",,,
32302,1802696447,,130200,Russula sardonia,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,43.3790389511,22.0022678375,EPSG:4326
349492,1677342424,,567147,Russula solaris,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,44.3756141667,19.3039741389,EPSG:4326
396848,3859605406,,352309,Russula subfoetens,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1501271433,19.5283060056,EPSG:4326
32765,3416035987,,483989,Russula torulosa,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1360941005,19.6800916675,EPSG:4326
589522,2013681039,,352311,Russula vesca,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,44.3623348,19.3629829,EPSG:4326
33274,4028690093,,557139,Russula violeipes,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1823304159,19.6857010729,EPSG:4326
32703,4029296413,,125720,Russula virescens,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1467233047,19.6910235552,EPSG:4326
398188,3947339533,,875155,Russula viscida,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1590013355,19.7079314562,EPSG:4326
33365,3764165968,,154875,Russula xerampelina,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Russula,,species,,,,,,,45.1682567897,19.7062543628,EPSG:4326
604931,3024274309,,668305,"Rutstroemia tiliacea (Fr.) K. Holm & L. Holm, 1977",Fungi,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,,Rutstroemia,,Species,,,,Serbia,Srem District,Fruška gora,45.13418,19.64059,https://epsg.io/4326
204935,3349185104,,ASV:d10b1654ea4eca4357b42a72db069291,Saksenaea sp.,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Saksenaeaceae,,Saksenaea,,,,,,Serbia,,,,,
399451,4127019416,,938922,Saproamanita vittadinii,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,,Saproamanita,,species,,,,,,,45.4750206351,20.2670858807,EPSG:4326
161229,3961360632,,122335,Sarcodon imbricatus,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,,Sarcodon,,species,,,,,,,43.8958333333,19.5094444444,EPSG:4326
599014,1703185981,,122334,Sarcodon squamosus,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,,Sarcodon,,species,,,,,,,42.4460397297,21.9298267365,EPSG:4326
376742,1807267776,,1419385,Sarcodontia uda,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,,Sarcodontia,,species,,,,,,,44.242821,19.904373,EPSG:4326
133397,3399084123,,63585,Sarcomyxa serotina,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Sarcomyxaceae,,Sarcomyxa,,species,,,,,,,43.917293,19.422854,EPSG:4326
30380,4006638023,,49136,Sarcoscypha,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,,Sarcoscypha,,genus,,,,,,,45.2294926346,19.8511948809,EPSG:4326
401635,3415708793,,126913,Sarcoscypha austriaca,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,,Sarcoscypha,,species,,,,,,,45.1700194444,19.6021777778,EPSG:4326
27903,3031857024,,49134,Sarcoscypha coccinea,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,,Sarcoscypha,,species,,,,,,,45.142062,19.621354,EPSG:4326
583731,4133933406,,68183,Sarcosphaera coronaria,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,,Sarcosphaera,,species,,,,,,,43.9500656,19.4004599,EPSG:4326
350341,2575236303,,,Schizonella melanogramma (DC.) J. Schröt. 1877,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Anthracoideaceae,,Schizonella,,species,,,,Serbia,,,,,
349856,1802769735,,451041,Schizophyllum amplum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,,Schizophyllum,,species,,,,,,,45.8001760083,20.1414343715,EPSG:4326
31223,3384112010,,54573,Schizophyllum commune,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,,Schizophyllum,,species,,,,,,,44.8072843677,20.4018683245,EPSG:4326
350342,2575236391,,,Schroeteria delastrina (Tul. & C. Tul.) G. Winter 1881,Fungi,Ascomycota,Incertae sedis,Incertae sedis,Incertae sedis,,Schroeteria,,species,,,,República de Serbia,,,,,
384472,2238786341,,203805,Scleroderma areolatum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,,Scleroderma,,species,,,,,,,44.2798751294,20.5202605137,EPSG:4326
400682,4133967478,,194501,Scleroderma bovista,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,,Scleroderma,,species,,,,,,,45.2029639939,19.9338287115,EPSG:4326
398414,4039337723,,55927,Scleroderma citrinum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,,Scleroderma,,species,,,,,,,43.4103819722,21.486647,EPSG:4326
27674,1847642431,,179071,Scleroderma verrucosum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,,Scleroderma,,species,,,,,,,43.3620369349,21.6095924377,EPSG:4326
604920,3024288583,,173975,Scoliciosporum sarothamni (Vain.) Vezda,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Scoliciosporaceae,,Scoliciosporum,,Species,,,,Serbia,,"Tara National Park, Tara mountain",19.49928000,43.91224000,https://epsg.io/4326
30661,4127418010,,49138,Scutellinia,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,,Scutellinia,,genus,,,,,,,45.1443443862,19.6087979023,EPSG:4326
396431,2563440007,,341963,Scutiger pes-caprae,Fungi,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,,Scutiger,,species,,,,,,,44.2563889496,20.5118818433,EPSG:4326
31083,2988484792,,736008,Sebacina schweinitzii,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,,Sebacina,,species,,,,,,,43.925448,19.5348049722,EPSG:4326
386689,1315970626,,,Septoria helianthina M. Petrov & Arsen.,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,Septoria,,species,,,,Serbia,,,45.250000,19.850000,WGS84
143848,3346926931,,ASV:2c73a7fe5e74b32ef218076c37e5981f,Septoria sp.,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,,Septoria,,,,,,Serbia,,,,,
27525,4127345471,,343174,Simocybe centunculus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,,Simocybe,,species,,,,,,,45.2291984227,19.8518818617,EPSG:4326
335248,2028372374,1968,181127,Solenopsora cesatii,Fungi,Ascomycota,Lecanoromycetes,Leprocaulales,Catillariaceae,,Solenopsora,,Species,,,,Serbia,,"Dalmatia. Petrovac distr., inter vicos Racice et Ragoznica",,,
607864,2563430108,,875165,Sparassis brevipes,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Sparassidaceae,,Sparassis,,species,,,,,,,43.9156506299,19.5411211252,EPSG:4326
401476,2013682852,,425360,Spinellus fusiger,Fungi,Zygomycota,Mucoromycetes,Mucorales,Phycomycetaceae,,Spinellus,,species,,,,,,,44.221678,19.861811,EPSG:4326
344154,899813943,,,Sporisorium pulverulentum (Cooke & Massee) Vánky,Fungi,,,,,,,,,,,,Serbia,,"Iugoslavia: pr. urbem Novi Sad, montium Fruška Gora, ad pag. Beočin",44.15341,20.55144,WGS84
158123,3022690182,,187544,"Sporisorium pulverulentum (Cooke & Massee) Vánky, 1985",Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,,Sporisorium,,Species,,,,Serbia,,"Novi Sad, Beocin",,,https://epsg.io/4326
17414,3408677530,,ASV:48b6adf5ec3454e96198cc622800e339,"Sporocadus multiseptatus F. Liu, L. Cai & Crous, 2018",Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,,Sporocadus,,,,,,Serbia,,,,,
31602,2550062175,,231436,Squamarina cartilaginea,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Squamarinaceae,,Squamarina,,species,,,,,,,44.234592,19.864926,EPSG:4326
141134,1319401023,1974,,Squamarina serpentini,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,,Squamarina,,,,,Europe,Serbia,,"Between Titovo-Uzice and Nova Varos, Dobroselica.",,,
590159,3024598326,,,Squamarina serpentini Poelt,Fungi,,,,,,,,,,,,Serbia,,"SW Serbien: Zlatibor-Gebirge bei Dobroselića, ca. 22 Straßen-Km südlich Cajetina, an der Strecke Titovo-Uziće-Nova Varos, ca. 900-1000m, niedrige Serpentin-Felsen auf einem stark insolierten SO-Hang",43.4380912780762,19.720458984375,WGS84
34617,3383906136,,118096,Steccherinum ochraceum,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,,Steccherinum,,species,,,,,,,44.7657153243,20.432623364,EPSG:4326
350330,4010518773,,55629,Stereocaulon vesuvianum,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,,Stereocaulon,,Species,,,,Serbia,,,,,
396230,4091798341,,196842,Stereum complicatum,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,,Stereum,,species,,,,,,,45.1721648279,19.7566396371,EPSG:4326
159198,3994210128,,332685,Stereum gausapatum,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,,Stereum,,species,,,,,,,45.1414876975,19.8452117885,EPSG:4326
205054,4022304562,,55501,Stereum hirsutum,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,,Stereum,,species,,,,,,,45.1309730997,19.7386870997,EPSG:4326
32601,3307440564,,1254633,Stereum insignitum,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,,Stereum,,species,,,,,,,43.4368899722,21.3621839722,EPSG:4326
400742,3058754670,,55496,Stereum ostrea,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,,Stereum,,species,,,,,,,44.3375790096,20.5137910321,EPSG:4326
396929,3391698255,,155081,Stereum subtomentosum,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,,Stereum,,species,,,,,,,45.1500834122,19.7342069922,EPSG:4326
599732,4023419982,,http://tun.fi/MX.206204,Stereum subtomentosum Pouzar,Fungi,,,,,,,,species,,,,Serbia,,"Homolje, Debeli Lug",,,EPSG:4326
33792,2013755944,,352462,Strobilomyces strobilaceus,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,,Strobilomyces,,species,,,,,,,44.2886647441,20.5257368088,EPSG:4326
400702,4067269540,,492210,Strobilurus esculentus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,,Strobilurus,,species,,,,,,,45.1360845963,19.6811131145,EPSG:4326
